topik_level,no,korean,english,source,source_doc,source_url
TOPIK I,734,사무실,office,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,735,사물,"object, thing",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,736,사십,40,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,737,사업가,"entrepreneur, businessman",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,738,사용하다,use,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,739,사원,"temple, employee",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,740,사월,April,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,741,사이,"between, while",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,742,사이다,cider,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,743,사이즈,size,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,744,사인하다,sign,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,745,사장,"CEO, the president",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,746,사전,dictionary,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,747,사진,"picture, photo",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,748,사진기,camera,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,749,사촌,cousin,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,750,사탕,candy,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,751,사흘,3 days,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,752,산,mountain,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,753,산책,walk,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,754,살,"flesh, ~ year(s) old",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,755,살다,live,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,756,삼,3,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,757,삼거리,"intersection, three-way intersection",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,758,삼계탕,Samgyetang,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,759,삼십,30,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,760,삼월,March,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,761,삼촌,paternal uncle,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,762,상관,relation,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,763,상자,box,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,764,상처,"wound, scratch",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,765,상품,product,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,766,새,"bird, new",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,767,새로,newly,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,768,새벽,"dawn, late at night, early morning",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,769,새우,shrimp,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,770,색,color,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,771,색깔,color,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,772,샌드위치,sandwich,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,773,생각,"thinking, thought",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,774,생각되다,"be considered, it seems~",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,775,생각하다,think,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,776,생기다,"form, arise",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,777,생선,fish,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,778,생신,birthday (honorific form),learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,779,생일,birthday,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,780,생활,life,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,781,샤워하다,take a shower,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,782,샴푸,shampoo,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,783,서다,stand,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,784,서로,"each other, both",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,785,서류,document,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,786,서른,30,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,787,서비스,service,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,788,서양,"western, west",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,789,서울,Seoul,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,790,서울역,Seoul station,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,791,서점,bookstore,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,792,서쪽,"west, western",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,793,선물,"gift, present",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,794,선배,"elder, senior",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,795,선생님,teacher,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,796,선수,player,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,797,선택하다,"choose, select",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,798,선풍기,fan,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,799,설거지,"washing dishes, dish-washing",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,800,설날,Lunar New Year,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,801,설렁탕,Seolleongtang,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,802,설명,"explanation, description",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,803,설명하다,explain,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,804,설악산,Mt. Seorak,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,805,설탕,sugar,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,806,섬,island,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,807,성,"castle, last name",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,808,성격,personality,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,809,성함,name,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,810,세계,world,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,811,세수하다,wash,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,812,세우다,"set up, formulate",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,813,세일하다,have a sale,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,814,세탁기,washing machine,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,815,세탁소,"dry cleaners, laundromat",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,816,센터,center,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,817,센티미터,centimeter,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,818,셋,3,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,819,셋째,third,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,820,소,"small, cow",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,821,소개,introduction,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,822,소개하다,introduce,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,823,소고기,beef,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,824,소금,salt,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,825,소리,"sound, voice",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,826,소설,novel,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,827,소설가,novelist,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,828,소식,news,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,829,소파,sofa,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,830,소포,parcel,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,831,소풍,"picnic, trip",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,832,소화제,"peptic, digestive",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,833,속,inside,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,834,손,hand,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,835,손가락,finger,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,836,손님,customer,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,837,손수건,handkerchief,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,838,송이,"bunch, flower, cluster",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,839,쇼핑,shopping,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,840,수건,"towel, washcloth",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,841,수도,"capital, water supply",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,842,수돗물,tap water,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,843,수박,watermelon,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,844,수술하다,operate on for,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,845,수업,"class, lesson",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,846,수영,swimming,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,847,수영복,swimsuit,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,848,수영장,swimming pool,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,849,수요일,Wednesday,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,850,수저,chopsticks and a spoon,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,851,수첩,"note, notebook",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,852,수학,mathematics,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,853,숙제,homework,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,854,순서,"order, turn",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,855,숟가락,spoon,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,856,술,"alcohol, liquor",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,857,쉬다,rest,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,858,쉰,50,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,859,쉽다,easy,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,860,슈퍼마켓,supermarket,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,861,스물,20,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,862,스웨터,sweater,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,863,스케이트,skate,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,864,스키,"ski, skiing",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,865,스키장,ski resort,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,866,스타,star,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,867,스타킹,stockings,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,868,스트레스,stress,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,869,스페인어,Spanish,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,870,스포츠,sport,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,871,슬퍼하다,"sorrow, mourn",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,872,슬프다,sad,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,873,습관,habit,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,874,시,"city, time",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,875,시간,time,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,876,시간표,"schedule, timetable",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,877,시계,clock,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,878,시골,countryside,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,879,시끄럽다,noisy,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,880,시내,"downtown, city, stream",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,881,시다,sour,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,882,시디,CD,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,883,시민,citizen,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,884,시설,facility,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,885,시외,suburbs,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,886,시원하다,"cool, refresh",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,887,시월,October,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,888,시작,start,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,889,시작되다,begin,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,890,시작하다,"start, begin",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,891,시장,market,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,892,시청,city hall,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,893,시키다,"make someone do, order",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,894,시험,"exam, test",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,895,식당,"restaurant, cafeteria",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,896,식사,meal,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,897,식탁,table,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,898,신,"god, new",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,899,신다,"put on, wear",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,900,신문,newspaper,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,901,신발,"shoes, footwear",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,902,신청서,application forms,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,903,신청하다,"put in for, apply for",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,904,실례,excuse,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,905,실례하다,be excused,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,906,실수,"mistake, failure",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,907,싫다,hate,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,908,싫어하다,"dislike, hate",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,909,심하다,"severe, terrible",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,910,십,10,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,911,십이월,December,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,912,십일월,November,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,913,싱겁다,not salty,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,914,싶다,want,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,915,싸다,"cheap, wrap",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,916,싸우다,fight,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,917,쌀,rice,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,918,쌀밥,cooked rice,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,919,쌓이다,"stack up, pile up",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,920,썰다,"chop, cut",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,921,쓰기,"writing, dictation",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,922,쓰다,"write, use, wear (glasses)",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,923,쓰레기,garbage,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,924,쓰이다,"be written, be used",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,925,씨,"seed, Mr. ~",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,926,씩,"each, every, per",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,927,씹다,"chew, bite",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,928,씻다,wash,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,929,아가씨,"Miss, daughter",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,930,아기,"baby, toddler",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,931,아까,"earlier, while ago",learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,932,아내,wife,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,933,아뇨,no,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,934,아니다,no,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
TOPIK I,935,아니오,no,learning-korean.com,TOPIK-I-1671.pdf,https://learning-korean.com/DL/TOPIK-I-1671.pdf
