topik_level,no,korean,english,source,source_doc,source_url
TOPIK II,249,구조,structure,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,250,구조대,rescue team,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,251,구체적,being specific,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,252,국가,nation,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,253,국그릇,soup bowl,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,254,국내선,domestic flights,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,255,국문학,(the country's) literature,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,256,국물,soup bowl,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,257,국민,citizens,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,258,국악,traditional Korean music,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,259,국외,overseas resident,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,260,국제결혼,international marriage,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,261,국제선,international flights,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,262,국화,chrysanthemum,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,263,군대,army,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,264,군데,place,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,265,굵다,to be thick,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,266,궁금증,curiosity,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,267,궁금하다,to be curious,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,268,권하다,"to recommend, to offer",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,269,귀걸이,earrings,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,270,귀국,return (to home country),learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,271,귀신,ghost,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,272,귀중하다,to be valuable,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,273,귀찮다,"to be bothersome, to be tedious",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,274,귀하다,"to be noble, to be rare, to be fine",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,275,규칙적,being regular,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,276,그네,swing,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,277,그녀,girlfriend,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,278,그늘,shade,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,279,그대로,as it is,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,280,그래도,(but) still,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,281,그래야,so that,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,282,그래프,graph,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,283,그러니,therefore,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,284,그러다가,and then,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,285,그러므로,hence,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,286,그러자,and then,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,287,그러하다,"so, as such, like that",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,288,그루,"(how to count trees), stump",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,289,그룹,group,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,290,그리,"so, very, that",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,291,그리워하다,"to miss, to be nostalgic",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,292,그리하여,then,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,293,그림책,picture book,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,294,그립다,"to be nostalgic, to be missed",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,295,그만두다,to quit,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,296,그만큼,that much,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,297,그저,just,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,298,근데,by the way,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,299,근로자,"worker, laborer",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,300,근무,work,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,301,근육,muscle,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,302,글쎄,oh well,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,303,글쓴이,author,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,304,글씨,letter,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,305,글자,letter,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,306,긁다,to scratch,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,307,금,gold,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,308,금메달,gold medal,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,309,금액,amount of money,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,310,금지,ban,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,311,급히,suddenly,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,312,긍정적,"being positive, being affirmative",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,313,기계,machine,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,314,기념,commemoration,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,315,기념관,memorial hall,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,316,기념일,anniversary,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,317,기념품,souvenir,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,318,기능,function,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,319,기다,to crawl,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,320,기대,expectation 4,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,321,기도,prayer,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,322,기둥,pillar,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,323,기록,record,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,324,기본,basic,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,325,기본적,"being fundamental, being basic",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,326,기부,donation,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,327,기쁨,"joy, happiness",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,328,기술,"skill, technique",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,329,기술자,technician,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,330,기억,memory,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,331,기억나다,"to remember, to recall",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,332,기억력,memory,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,333,기업,"company, corporation",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,334,기업인,entrepreneur,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,335,기운,"energy, qi",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,336,기울이다,to tilt,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,337,기준,"standard, criteria",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,338,기차역,train station,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,339,기차표,train ticket,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,340,기초,"basic, fundamental",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,341,기행문,"travelogue, travel essay",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,342,기호,symbol,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,343,기혼,married,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,344,기회,"opportunity, change",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,345,기후,climate,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,346,긴장감,nervousness,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,347,길가,roadside,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,348,길거리,street,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,349,길이,lenth,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,350,김장,a custom/event to make Kimchi in winter,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,351,깊다,to be deep,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,352,깊이,depth,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,353,까다,to peel,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,354,까다롭다,to have a high standard,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,355,깔다,to lay,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,356,깜빡,"forgetfully, with a blink",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,357,깨끗이,clearly,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,358,깨닫다,to realize,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,359,깨뜨리다,to break,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,360,깨소금,sesame salt,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,361,깨우다,to wake someone up,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,362,깻잎,sesame leaf,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,363,꺼지다,"to go out, to be extinguished",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,364,껍질,"peel, skin",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,365,꼬리,tail,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,366,꼬박꼬박,"properly (without failure), faithfully",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,367,꼭대기,"summit, top",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,368,꼴찌,the last place,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,369,꼼꼼하다,to be meticulous,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,370,꼼꼼히,"thoroughly, meticulously",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,371,꽃병,flower vase,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,372,꽤,quite,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,373,꾸미다,to decorate,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,374,꾸준히,steadily,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,375,꾸짖다,to scold,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,376,꿀,honey,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,377,꿀벌,honey bee,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,378,꿈꾸다,to dream,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,379,끈,string,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,380,끊다,to cut,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,381,끊어지다,to be cut,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,382,끊임없다,"to be incessant, to be unceasing",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,383,끌다,to pull,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,384,끝내,"finally, eventually",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,385,끼어들다,to interrupt,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,386,나날이,day by day,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,387,나들이,picnic,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,388,나름,depends on,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,389,나머지,"remainder, surplus",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,390,나물,(Korean style) seasoned vegetables,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,391,나뭇잎,leaf,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,392,나서다,"to go forward, to get involved",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,393,나아가다,to move on,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,394,나아지다,to improve,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,395,나타내다,"to display, to reveal",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,396,낙서,doodle,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,397,낙엽,fallen leaves,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,398,난로,"stove, fireplace",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,399,난방,heater,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,400,날개,wings 5,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,401,날다,to fly,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,402,날로,day by day,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,403,날리다,to blow away,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,404,날씬하다,skinny,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,405,날아가다,to fly away,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,406,날아다니다,to fly around,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,407,날아오다,to fly in,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,408,날아오르다,"to fly up, to soar",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,409,낡다,to be old,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,410,남녀노소,men and women of all ages,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,411,남녀평등,gender equality,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,412,남다,"to remain, to be left",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,413,남부,southern,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,414,남성,male,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,415,남성복,men's clothing,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,416,낫다,to heal,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,417,낭비,waste (of use),learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,418,낯설다,to be unfamiliar,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,419,낳다,to give birth,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,420,내내,always,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,421,내려다보다,to look down,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,422,내복,underwear,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,423,내부,"inside, internal",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,424,내성적,being shy,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,425,내용물,content (of a container),learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,426,내쫓다,to kick out,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,427,냇가,"stream, lake",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,428,냉방병,excessive air conditioning syndrome,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,429,너그럽다,to be generous,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,430,너무나,"too~, very",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,431,넉넉하다,"to be enough, to be rich",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,432,널다,"to dry, to expose to the air",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,433,넓히다,to widen,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,434,넘기다,to hand over,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,435,넘어가다,to move on to,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,436,넘치다,to overflow,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,437,네모나다,to be squared,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,438,네트워크,network,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,439,년대,age,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,440,노동,labor,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,441,노동자,laborer,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,442,노력,effort,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,443,노선,"route, line",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,444,노약자,elderly and physically handicapped,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,445,노인,elderly,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,446,노처녀,an unmarried and old woman,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,447,노총각,unmarried and old man,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,448,노트북,laptop,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,449,녹다,to be melt,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,450,녹음,voice recording,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,451,녹음기,voice recorder,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,452,논문,(academic) paper,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,453,놀랍다,"to be amazing, to be remarkable",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,454,놀리다,to make fun of,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,455,놀이,"play, game",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,456,놀이터,playground,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,457,놈,guy,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,458,농담,joke,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,459,농민,farmer,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,460,농부,farmer,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,461,농사,agriculture,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,462,농약,pesticides,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,463,농작물,crops,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,464,농촌,rural,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,465,높이,height,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,466,높이다,to increase,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,467,높임말,honorifics,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,468,놓이다,to be placed,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,469,놓치다,"to miss, to lose",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,470,눈길,"glance, attention",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,471,눈높이,eye-level,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,472,눈병,eye disease,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,473,눈보라,snowstorm,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,474,눈사태,avalanche,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,475,눈썹,eyebrow,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,476,눈치,"wits, sense",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,477,눌러쓰다,to wear deeply,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,478,느긋하다,"to be lazy, to be laid back",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,479,느끼하다,to be greasy,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,480,늘리다,to increase (the number or volume) 6,learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
TOPIK II,481,늘어나다,"to stretch, to increase",learning-korean.com,topik-2662.pdf,https://learning-korean.com/DL/topik-2662.pdf
